,child_lat,child_lng,depth,parent_lat,parent_lng
2273,28,197,56,28.0,196.0
2274,29,197,56,28.0,196.0
2275,23,208,56,29.0,200.0
2276,24,205,56,29.0,200.0
2277,25,205,56,29.0,200.0
2278,24,212,57,23.0,208.0
2279,24,202,57,24.0,205.0
2280,25,202,57,25.0,205.0
2281,25,207,57,25.0,205.0
2282,26,199,57,28.0,197.0
2283,28,195,57,28.0,197.0
2284,26,197,58,26.0,199.0
2285,25,193,58,28.0,195.0
2286,29,188,58,28.0,195.0
2287,29,193,58,28.0,195.0
2288,32,192,58,28.0,195.0
2289,25,196,59,26.0,197.0
2290,27,191,59,29.0,193.0
