Date;Latitude;Longitude;cd1;cd2;cd3;cd4;wd1;wd2;wd3;wd4;SeaState;Source;Info;Comments;
20/05/2008;42,9885;6,4672;;;;0;;;;0;0,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;42,9862;6,4991;;;;0;;;;0;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;42,9768;6,5611;;;;1,96;;;;19,6;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;42,9666;6,6219;;;;0;;;;0;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,1411;6,973;;;;0;;;;0;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,1783;7,0104;;;;1,96;;;;19,6;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,2166;7,0478;;;;3,93;;;;196;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,2553;7,0859;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,2941;7,1243;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,3317;7,1611;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,369;7,1959;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,3928;7,1651;;;;3,93;;;;2 044,70;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,4076;7,0842;;;;7,86;;;;78,4;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
20/05/2008;43,4216;7,0155;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3823;6,9233;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3787;6,9794;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3758;7,0368;;;;5,89;;;;58,8;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3738;7,0925;;;;3,93;;;;39,2;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3722;7,1514;;;;7,86;;;;1 902,60;0,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,37;7,2031;;;;0;;;;0;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3742;7,2676;;;;5,89;;;;215,6;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3768;7,3375;;;;3,93;;;;196;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3649;7,3069;;;;1,96;;;;19,6;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3479;7,2387;;;;1,96;;;;176,4;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3303;7,1696;;;;0;;;;0;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3137;7,1019;;;;3,93;;;;39,2;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,2682;6,8859;;;;0;;;;0;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3027;6,9248;;;;3,93;;;;39,2;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3138;6,9668;;;;0;;;;0;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3481;6,9982;;;;0;;;;0;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
21/05/2008;43,3839;7,0298;;;;0;;;;0;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
22/05/2008;43,6879;7,4692;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
22/05/2008;43,6478;7,4976;;;;0;;;;0;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
22/05/2008;43,5176;7,5261;;;;0;;;;0;2,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
22/05/2008;43,504;7,4613;;;;25,54;;;;668,2;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,4819;7,0825;;;;0;;;;0;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,461;7,1332;;;;1,96;;;;176,4;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,4386;7,1908;;;;1,96;;;;19,6;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,4162;7,2492;;;;3,93;;;;39,2;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,3958;7,305;;;;3,93;;;;155,2;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,3766;7,36;;;;1,96;;;;2 000,60;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,3579;7,4172;;;;0;;;;0;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,3265;7,4256;;;;3,93;;;;468,8;1;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,305;7,376;;;;7,86;;;;194,4;0,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,2652;7,3481;;;;19,65;;;;468,8;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,2194;7,368;;;;11,79;;;;117,6;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,1742;7,3873;;;;5,89;;;;58,8;1,5;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
23/05/2008;43,1289;7,4073;;;;1,96;;;;19,6;2;F.Galgani;Macroplastic observations MED-2008-raw data-ifremer;;
